ahlan.	hello
awwel merra nSbegh ch3ri.	First time on hair coloring.
3ndo ch3er z3er.	he has blonde hair.
3ndo ch3er ch8eb.	he has blonde hair.
8owwa ch8eb.	he is blonde.
8owwa z3er.	he is blonde.
3ndi ch3er 7mer.	I have red hair.
sbegh ch3ro b lgri.	He dyed his hair grey.
8owwa 9re3.	He is bald.
3ndo ch3er 9Sir.	he has short hair.
3ndo ch3er Twil.	he has long hair.
jm3e3 ch3ero lour .	he tied his hair back.
7ssen 7sana jdida.	He got a new haircut.
9Te3 ch3ero te9Ti3a jdida.	he got a new haircut.
jme3 ch3ero chfenja.	he did up isr hair in a bun.
dfer ch3ero.	he braided his hair.
kayn3es bch3er mDfour.	he sleeps with braided hair.
3ndo 3inin kbar w zer9in.	he has big blue eyes.
3ndo 3inin kbar w ke7lin.	he has big black eyes.
3ndo 3inin Sghar o 9e8wiyyin.	He has little brown eyes.
3iniyya mDewrin.	My eyes are round.
3ndo fem kbir.	He has a big mouth.
7jbani ghlaD.	My eyebrows are thick.
3ndi chfran Twal.	I have long eyelashes.
3ndi chfar Twal.	I have long eyelashes.
3ndo wednin kbar.	He has big ears.
che3ri de8bi.	My hair is golden.
chkoun dik lbnt moulat DDfira?.	Who is that girl with a pigtail?.
8owwa zwin .	He is handsome.
8wwa bogos.	He is handsome.
3ndo wje8 Twil.	He has a long face.
kay3jbni chchkel dyal wj8ou.	I like his face shape.
3ndo nnif wase3.	He has broad nose.
makay3jbouch nifou hit m9ewweS.	He doesn't like his hooked nose.
3ndo jjeb8a 3riDa.	he has a large forehead.
katbani fenna.	You look gorgeous.
katbani wa3ra.	You look amazing.
3jbatni lkswa dyalek.	I like your dress.
wach jat m3aya 8ad lkswa?.	Does this skirt suit me?.
8ad lonsombl mnaseb liyya.	This suit is perfect for me.
sSfer makayajich m3aya bmarra.	Yellow doesn't suit me at all.
kan labes onsombl k7el.	He was dressed in a black suit.
kayban zwin f8ad lonsombl.	She looks handsome in this suit.
wa9ila ghadi nlbes onsombl.	I guess I'll wear a suit.
wa9ila ra8 mriD.	Maybe he is sick.
8adik jjakiTa jat m3ak mn dakchi.	That jacket fits you perfecty.
3jbni lloun dyal jjakiTa dyalek.	I like the color of your jacket.
8ad jjakiTa kayn fi8a 2alwan mkhtalfa .	This jacket is available in various colors.
8ad lkoursi mouri7.	This chair is comfortable.
kan labes jjackiTa dyal jjeld.	He was wearing a leather jacket.
8ad chchorTat mzeyrin 3liya bzzaf.	These shorts are too tie for me.
kanelbes chchorTat dimaa.	I wear shorts all the time.
yalla8 ntbadlo chchorTat.	Let's switch out the shorts.
mazal kayn lberd bzf 3la chchorTat.	It's still too cold to wear shorts.
ttichourt ja8 Sghir bzzaf.	The T-shirt was too small for him.
kan 7fyan.	He had bare feet.
ddjin,tichourt o Sendala ghaykounou kafyin .	The jeans, T-shirt, and sandals would suffice.
maymkench telbes sserwal l7mer.	You can't wear the red pants.
khaSni nchri serwal jdid.	I need to buy a new pair of pants.
sserwal lghoz dyal8o.	The pink pants are his.
katban bougouS f8ad ssrwal.	You look so handome in these pants.
lbest ssoutyan dyali.	I put on my bra.
dar yeddi8 fjibou.	He put his hands into his pants pockets.
7ett yeddi8 3la jbe8tou.	He put his hand to his forhead.
kan chadd stilo.	He was holding a pen.
wach yeddik n9iyya.	Is your hand clean.
mate9derch tSeffe9 byed we7da.	You can not clap with one hand.
7awelt nkteb b yeddi lliSriya.	I tried to write with my left hand.
dreb yeddi8 m3a Tebla.	He slapped his hand on the table.
mn ji8a khra.	On the other hand.
8zzat yeddi8a bach tSerf9ou.	She lifted her hand to slap him.
khdat yeddi8 o baset8a .	She took his hand and kissed it.
dewwez yeddi8 3la che3rou.	He ran a hand throught his hair.
3awenni !.	Give me a hand!.
3Tini dak lktab, 3afak.	Hand me thet book, please.
dderri SSghir bal f serwalou.	The kid pissed his pants.
8ad sserwal majach m3aya.	The pants don't suit me.
katban ghliD f8ad sserwal.	You look fat in this pants.
8ada bayn serwalou.	This must be his pants.
bch7al dayer 8ad sserwal.	How much does this pants cost?.
khwit l9e8wa 3la serwali.	I spiiled coffe on my pants.
kay3ejbo ylbes srawel mzeyrin.	he likes to wear tight pants.
9elleb jyab dyal sserwal .	He checked his pants pockets.
mse7t lwsekh mn serwali.	I wiped the dirt off my pants.
wach 3endek chi serwal zayed?.	Do you have any extra pants?.
8ad sserwal kbir 3liyya bezzaf.	These pants are too big for me.
7eyyed SbbaTo.	He took his shoes off.
7eyyed t9achrou .	He took his socks off.
t9achri t9eTT3o.	My socks snagged.
bddel t9achrek.	Change your socks.
chemm t9achrou.	He sniffed his socks.
kanfeDDel t9acher dyal l9Ten.	I prefer cotton socks.
makay3jbounich t9acher dyal nnilo.	I don't like nylon socks.
tt9acher makayninch 8na.	My socks aren't here.
tt9acher ri7t8oum khanza.	The socks smell bad.
tt9acher mmouskhin.	The socks stink.
dyalmen 8ad tt9acher?.	Whose socks are these?.
khessni n7eyyed t9achri.	I have to take off my socks.
ana malabesch tt9acher.	I'm not wearing socks.
kay3jbou ylbes t9acher m3a SSenDala.	He like to wear socks with sandals.
wach 8adou t9achri wla t9achrek?.	Are this my socks or your socks?.
wach n9der ntsellef t9achrek?.	Can I borrow your socks?.
kan labes t9achrou m9loubin.	He had his socks inside out.
wach kant labsa 7izam ssalama?.	Was she wearing a seat belt?.
3ndou SemTa dyal jjeld.	He has a leather belt.
3ndo SemTa ke7la f lkaraTi.	he has a black belt in karate.
kheSSni SemTa.	I need a belt.
kan labs Terbouch f l7mer.	he was wearing a red hat.
kan labs chappo f l7mer.	he was wearing a red hat.
wach wakhkha njerreb 8ad TTerbouch?.	May I try on this hat?.
3reft8a ghir mn chchappo lbyeD dyal8a.	I recognized her by her white hat.
7eyyed Terbouchek.	Take your hat off.
khdat Terbouch8a.	She picked up her hat.
dewwer chchal 3la 3en9o.	He wrapped his scarf around his neck.
kanfeDDel chal dyal l7rir .	I prefer the silk scarft.
nsit chchal dyali.	I forgot my scarf.
3jbni chchal dyalek.	I like your scarf.
kheyyeTT wa7ed chchal.	I knitted a scarf.
dak chchal khayeb.	That scarf is ugly.
wach bghiti chi chal?.	Do you want a scarf?.
chi wa7ed khlla chchal dyalou.	Someone left his scarf.
gheTTi raSek b chchal.	Cover you head with a scarf.
gheTTI raSek b dderra.	Cover you head with a scarf.
gheTTi raSek b zzif.	Cover you head with a scarf.
ched chchal.	Hold on to the scarf.
7eyyed lligat.	He took off the gloves.
kay3jbni nlebes lligat.	I like wearing gloves.
kheSSni ligat skhan.	I need worm gloves.
wach mn niytek katjri bel boT.	Are you really running in boots?.
liboT dyalo kano mgheTTyin b lghis.	His boots were covered in mud.
liboT mgheyysin.	Muddy boots.
kay3jbou8 liboT b TTaloun.	he loves boots withheels.
man9derch ntmchcha b TTaloun.	I can't walk in high heels.
kan labs SebbaT dyl TTaloun.	he was wearing high heels.
7ssit brasi fchichkel.	I felt a little awkward.
2awwel merra nelbes TTaloun.	It's my first time wearing high heels.
kanelbes lppanTofa f DDar.	I wear slippers at home.
kanelbes lkolon f laSal.	I wear leggings at the gym.
l9ebbiyat mouri7in.	Hoodies are comfortable.
8ad lma7al ma3ndouch l9ebbiyat.	This store do not have hoodies.
kont kanelbes l9obbiyat fach kont mora8i9.	I used to wear hoodies as a teenager.
kanelbes kiTma fach kandir rriyaDa.	I wear tracksuit when practicing sport.
7wayej machi rasmiyyin.	Casual wear.
7wayej rasmiyyin.	Formal wear.
7wayej dyal rriyaDa.	Sports wear.
malabis dakhiliyya.	Underwears.
ana ghadi lelmeDraSa.	I am going to school.
kheSSni burou.	I need a desk.
lburou mSnou3 mn lkhcheb.	The desk is made of wood.
lmkteb mSawweb mn lkhcheb.	The desk is made of wood.
mat7eTTouch fo9 lburou.	Don't put it on the desk.
l9at bezTam8a te7t lburou.	She found her purse under the desk.
rebb3at yeddi8a.	She folded her hands.
kayen jbel dyal lwra9 fo9 lburou dyali.	There is a mound of papers on my desk.
khllit tte9rir dyali fo9 lburou.	I have left my report at the desk.
sttef lktouba fo9 lburou.	He arranged the books on the desk.
retteb lktouba fo9 lburou.	He arranged the books on the desk.
kansejjel ga3 l2afkar dyali f moudakkira.	I recored all my thoughts in a notebook.
lmoudakkira kat3awen bzzaf.	A notebook is so helpful.
kherjou lmoudakkirat dyalkoum.	Take out your notebooks.
kheSSni nchri moudakkira jdida.	I need to buy a new notebook.
lmi7faDa dyalou katban t9ila.	His backpack seemed to be heavy.
chchanTa dyalo katban t9ila.	His backpack seemed to be heavy.
3le9 lmi7faDa dyalo 3la lkoursi.	he slung her backpack on the chair.
8zzit lmi7faDa dyali.	I picked up my backpack.
latrousa dyali kbira.	My pencil case is big.
l9alam kayn f latrousa.	The pencil is in the pencil case.
chnou kayn f latrousa dyalk?.	What's in your pencil case?.
latrousa f loronj.	The pencil case is orange.
kheSSni m9eSS.	I need a scissor.
wach 3ndek lm9eSS.	Do you have a pair of scissors?.
9TTe3 b lm9eSS.	Cut with scissors.
fin lm9eSS dyali ?.	Where are my scissors?.
3Tini dak lm9eSS.	Hand me those scissors.
8ad lm9eSS kay9eTTe3 mzyan.	These scissors cut well.
8ad lm9eSS mamaDich.	These scissiors are not sharp.
lgraffouz dyalo.	The stapler belongs to him.
lgraffouz dyali makhddamch.	My stapler is not working.
kheSSni kalkulatris.	I need a calculator.
wakha te3Tini l kalkulatris ?.	Can you hand me the calculator?.
rSem kheT b lmisTara.	Draw a line with ruler.
dert llSa9 kaml.	I've used uo all the glue.
dir llSa9.	Apply the glue.
tleSS9o m3a be3Diyyat8oum .	They are glued together.
kheSSni lSa9.	I need a glue.
matste3melch bzzaf dyal llSa9.	Don't use too much glue.
8ad llSa9 makaychedch f lplastik.	This glue doesn't adhere to plastic.
3ndi klassour.	I have a binder.
machi mouchkil.	No worries.
8ad lppissi mab9ach mazal kheddam.	This computer is not working anymore.
ana tsizit.	I'm broke.
m7tajk f jenbi .	I need you by my side.
9lil fin kanste3mel lmin9ala.	I rarely use a protractor.
a8 3endi 7tta lagouma dyalek.	Yes, I have your eraser too.
a8 3endi 7tta lmim7at dyalek.	Yes, I have your eraser too.
wach 3endek skotch.	Do you have a scotch tape?.
me7taj minjara.	I need a pencil sharper.
fatni f lmaT.	He surpased me in maths.
ana madkich bzzaf f lmaT.	I'm not very cliver at math.
8owwa l2ostad dyalna dyal lmaT.	he's our math's teacher.
jab no9Ta mzyana.	He got a good grade.
7ta wa7ed mab7alou f lmaT.	No one can parallel him in math.
2a7sen madda 3ndi hiyya lmaT.	My favorite subject is math.
ana D3if f lmath.	I am weak at math.
ana mkeffes f lmaT.	I'm horrible at math.
wach kayen f l7iSSa dyal lmaT?.	Are you in math class?.
lmaT khtiSaS dyali.	Math is my specialty.
d3i m3ya.	Wish me luck.
maraje3tch lmaT ni8a2iyyan.	I didn't study math at all.
khoud lmaT ka mital.	Take math as an example.
ma3mmrek kenti mzyan f lmaT.	You were never good at math.
wach dewwezti l2imti7an dyalek.	Did you pass your exam?.
nta dki.	You are smart.
nta mkellekh.	You are dumb.
bghit nkoun 2oustad.	I want to be a professor.
ttarikh kay3awed raSo.	History repeats itself.
3ndo m3a ttarikh.	He is good at history.
tarikh l2isti3mar.	History of colonialism.
ttarikh 2a7sen madda 3ndi.	History is my favorite subject.
8ada ttarikh dyal 7yati.	This is the history of my life.
lyouma tarikhi.	Today is history.
tarikh lbachariyya.	Human history.
8owwa tkheSSeSS f ttarikh.	he majored in history.
8ad lla7Da tarikhiya.	This moment is history.
tarikh lkanisa.	The history of the church.
ana m8tam bttarikh .	I'm interested in history.
3ers malaki.	Royal wedding.
kay3jebni ttarikh dyal lmeghrib.	I like moroccan history.
kheSSni nraje3 ljoghrafiyya.	I've got to revise my greography.
3ziza 3liyya 3ilm l2a7ya2.	I like biology.
kanstemte3 b l7iSSa dyal llongli.	I enjoy Englsh class.
ana kant3ellem chchinwiyya.	I am learning chinese.
ana kant3ellem lyabaniyya.	I am learning japanese.
ana kant3ellem lfronSi.	I am learning frensh.
ana kant3ellem TTalyaniyya.	I am learning italian.
bghit nt3ellem l2almaniyya.	I want to learn german.
bghit nt3ellem ddarija.	I want to lean darija.
3jbatni lle8ja dyalek.	I like your accent.
bghit nt3ellem lrrousiyya.	I want to learn russian.
t3ellemt ttorkiyya mn l2aflam.	I learned turkish from movies.
kat3jbni llogha lkouriyya.	I like korean language.
llogha l8indiyya S3iba.	Indian language is difficult.
llogha l2isppaniyya zwina.	Spanish language is beautiful.
l3arbiyya loughat l9or2an.	Arabic is coran's language.
bdit kant3ellem lbortoghaliyya.	I started learning portuguese.
kay3jbni nt3ellem lloughat.	I enjoy learning languages.
loughat SSoum wa lboukm.	The language of deaf and dumb.
lbondou9iyya madinat l3ochcha9.	Venice city of lovers.
bghit nmchi lel meghrib.	I want ot visit Morocco.
kan3ich f ssa3oudiya.	I live in Saudi Arabia.
kan3ich f loubnan.	I live in Lebanon.
kan3ich f 9aTar.	I live in Qatar.
kan3ich f miSer.	I live in Egypt.
kan3ich f sppanya.	I live in Spain.
kan3ich f TTalyan.	I live in Italy.
ana mSafer l mirikan.	I'm traveling to USA.
ana mSafer l briTanya.	I'm traveling to England.
ana mSafer l torkya.	I'm traveling to Turkey.
ana mSafer l beljika.	I'm traveling to belgium.
kat3jbni l brazil.	I like Braziil.
cha8r l3asal.	Honey moon.
jjappon kayna f 2asya.	Japan is in Asia.
l8ind kayna f 2asya.	India is in Asia.
kent f 2asya.	I have been to Asia.
bzzaf dyal nnas kay3ichou f asya.	Many people live in Asia.
t7ewwel l 2oroppa.	He moved to Europe.
2oroppa f 2azma.	Europe is in crisis.
mchit l 2oroppa merra we7da.	I went to Europe once.
makat3jebnich 2oroppa .	I don't like Europe.
2oroppa 9arra.	Europe is a continent.
2oroppa machi blad .	Europe is not a country.
2oroppa machi dawla.	Europe is not a country.
kent f 2oroppa kamla.	I've been all over Europe.
mchit l bariz.	I visited Paris.
2oroppa kant f 7erb.	Europe was at war.
wach 3emmrek Safrti l 2oroppa.	Have you travelled in Europe?.
mchit l 2oroppa jouj merrat.	I have been to Europe twice.
yalla8 rje3t mn 2almanya.	I just go back from Germany.
fin ghatmchi f 2oroppa?.	Where are going to Europe?.
ma3ndnach 8adchi f 2oroppa.	We don't have this in Europe.
9errert manmchich l 2oroppa.	I decided to not go to Europe.
fin ghatSafer 8ad SSif?.	Where are you traveling this summer?.
mo2khkharan Saferna l 2oroppa.	We recently travelled to Europe.
9rib ghadi yrje3.	He will return soon.
tla9ina f swisra.	We met in Switzerland.
kidayra l7ayat f sswid?.	What is like living in Sweden?.
mchat l roma.	She visited Rome.
ch7al mn merra kenti f okranya?.	How often have you been to Ukrain?.
2ifri9ya 9arra kbira.	Africa is a big continent.
2ifri9ya 8iyya lwaTan.	Africa is home.
8owwa mn 2ifri9ya.	He is from Africa.
2ifri9ya, yak?.	Africa, right?.
2ifri9ya katzda8er.	Africa is booming.
kanou f 2ifri9ya.	They were in Africa.
8owwa tzad f 2ifri9ya.	He was born in Africa.
8owwa tweled f 2ifri9ya.	He was born in Africa.
ana mn chamal 2ifri9ya.	I'm from north Africa.
baba kayn f 2ifri9ya.	My father is in Africa.
2ifri9ya fi8a khmsa o tlatin dawla.	Africa has 53 nations.
2ifri9ya 8iyya lmoust9bal.	Africa is the furtur.
8owwa bgha ymchi l 2ifri9ya.	He wants to go to Africa.
tounes kayna f chamal 2ifri9ya.	Tunisia is located in north Africa.
2ifri9ya 9arra kbira bzzaf.	Africa is a large continent.
lba7r l2a7mar.	the red sea.
dewez TTofoula dyalo f 2ifri9ya.	he spent his childhood in Africa.
sifTou8 l 2amrika chchamaliya.	They sent him to north America.
l miksik kayna f 2amrika chchamaliya.	Mexico is located in north America.
kanaDa kayna f 2amrika chchamaliya.	Canada is located in north America.
3emmi mSafer.	My uncle is traveling.
kayen maytchaf f 2amrika l janoubiya.	A lot to see in South America.
8ada l mou7iT l8adi.	That is the pacific ocean.
l mou7iT l 2aTlaSi kbir bzzaf.	The atlantic ocean is immense.
l mou7iT l 8indi kayen f janoub 2asya.	The indian ocean is in the south of Asia.
l mou7It chchamali l moutajammid.	Arctic ocean.
ana mouslim.	I am a muslim.
ana masi7i.	I am a christian.
ana ya8oudi.	I am a jewish.
ma3ndich 7tta diyyana.	I have no religion.
kan2amen b lla8 .	I believe in God.
ana moul7id.	I am an atheist.
ana 2insan moutadayyin.	I'm a religious person.
8adchchi DeD ddin dyali.	It's against my religion.
wach kat2amen bchi din ?.	Do you believe in any religion.
kheSSni nmchi l jjame3.	I have to go to the mosque.
ddit8oum l jjame3.	I took them to the mosque.
8ad jjame3 kheSSo 2imam jdid.	This mosque needs a new imam.
walakin kayn ghir jame3 wa7ed.	But there is only one mosque.
mchaw l jjame3 ySelliw.	They went to the mosque to pray.
wach 3emmrek Selliti f jjame3?.	Have you ever prayed in a mosque?.
8ada jame3 9dim.	This is an ancient mosque.
tta9wim l 2islami.	Islamic calendar.
koul mouslim kaySom f remdan.	Every muslim is fasting during Ramadan.
sSyam 8owwa 2a7san dwa.	Fasting is the best medecine.
matgouwelnich chi 7aja magoult8ach.	Don't twist my words.
khellini nkemmel.	Let me finish.
mat9aTe3nich.	Don't interupt me.
mazal masalit.	I haven't finish yet.
fiyya l3Tech.	I am thirsty.
ghir dewwez8a.	Let it slide.
Lmouchkil machi fik, fiyya.	It's not you, it's me.
kheSSna ntfar9o.	I think we should split up.
kheSSna manb9awch ntla9aw.	We should stop seeing each other.
blama tkebber lmodo3.	Don't meke a scene.
blama ddir mouchkil kbir.	Don't make a big deal.
nta makayench b7alek.	You are one of a kind.
nta mamennekch jouj.	You are second to none.
nta machi mn 8ad l3alam.	You are out of this world.
ssma katne99eT.	It's spitting.
chchta kaTTi7.	It's raining.
chchta khiT mn ssma.	It's raining cats and dogs.
fzegt bchchta.	I got soaking wet.
galou ghadi TTi7 chchta.	They are calling for rain.
malek fDouli?.	Why are you so nosy?.
ana tjemmedt.	I am freezing.
khellini bbou7di.	leave me alone.
be33ed menni.	Get away.
3Tini ttisa3.	Get away.
3Tini tti9ar.	Get away.
matkhwich fiyya l2a3Sab dyalk.	Don't take it out in me.
ma3ndich lgana l....	I am not in the mood....
machi 7al b7al.	not the same.
8anya.	That's all right.
maddirch fbalek.	Never mind.
maw9e3 walo.	No harm done.
ddi8a fSo9 raSek.	Mind your own business.
machi choughlek.	It's none of your business.
matkounch fDouli.	Don't be so nosy.
yalla8 nbdaw.	Let's get the ball rolling.
bllati nzid f SSouT.	Let me try to turn the volume up.
sSouT Tafi.	You are on mute.
raSo 9ase7 .	He is a stubborn person.
khllef dghya.	Shake a leg.
serbi serbi.	Chop chop.
kan7es braSi msekhsekh.	I feel exhausted.
kan7es braSi 3yyan.	I feel drained.
ana tetkhemt.	I am stuffed.
wa ghbour 8ada.	Long time no see.
macheftekch moudda 8adi.	I haven't seen you in ages.
lbanan k7el.	the bananas are black.
baraka 3liyya.	I've had enough.
chokran! 3lach kellefti raSek.	Thank you! you shoudn't have.
bel3ani.	On purpose.
madert8ach bel3ani.	By mistake.
mzyana fik.	It serves you right.
ghezza fik.	It serves you right.
nta ze9ram.	You are stingy.
7tarem raSek.	Behave yourself.
3eyye9ti.	Enough is enough.
jme3 femmek.	Watch your mouth.
jme3 raSek.	Carry yourself.
ghber .	Get lost.
tjawezti l7oudoud dyalek.	You're out of line.
kay3jebni ll7em mbekhkher.	I like steamed beef.
8ad ddjaj mazal khDer.	This chicken is still raw.
